,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
8016,Maruti Swift,4,49649,Dealer,Diesel,Manual,25.2,1248,74.0,5,645000
8017,Maruti Ertiga,1,5000,Individual,Petrol,Automatic,17.99,1462,103.26,7,900000
8018,Maruti Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,355000
8019,Hyundai i20,6,53000,Dealer,Petrol,Manual,18.6,1197,81.83,5,599000
8020,Toyota Innova,6,124000,Dealer,Diesel,Manual,12.99,2494,100.0,8,1150000
8021,Maruti Ciaz,5,40000,Individual,Petrol,Manual,20.73,1373,91.1,5,650000
8022,Hyundai Verna,2,27000,Individual,Petrol,Manual,19.1,1368,98.6,5,950000
8023,Renault KWID,4,13800,Individual,Petrol,Manual,23.01,999,67.0,5,360000
8024,Maruti Alto,4,30000,Individual,Petrol,Manual,23.95,998,67.05,5,370000
8025,Maruti Wagon R,5,72000,Dealer,Petrol,Manual,21.79,998,67.05,5,310000
8026,Hyundai i10,10,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,300000
8027,Honda Amaze,2,32000,Individual,Diesel,Manual,27.4,1498,98.63,5,850000
8028,Hyundai Verna,2,9100,Dealer,Diesel,Manual,22.0,1582,126.2,5,1325000
8029,Ford Figo,9,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,195000
8030,Renault KWID,5,24668,Dealer,Petrol,Automatic,24.04,999,67.0,5,345000
8031,Hyundai i20,4,17335,Dealer,Diesel,Manual,21.19,1396,88.73,5,820000
8032,Maruti Swift,5,43000,Dealer,Petrol,Manual,22.0,1197,81.8,5,589000
8033,Maruti Wagon R,5,29989,Dealer,Petrol,Manual,21.79,998,67.05,5,445000
8034,Hyundai Grand,5,19000,Dealer,Petrol,Manual,18.9,1197,82.0,5,535000
8035,Honda City,6,50000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000
8036,Maruti Alto,6,77000,Individual,Petrol,Manual,23.95,998,67.05,5,245000
8037,Hyundai Grand,7,59571,Dealer,Petrol,Manual,18.9,1197,81.86,5,485000
8038,Maruti Ertiga,8,74000,Dealer,Diesel,Manual,20.77,1248,88.8,7,655000
8039,Ford Figo,10,71000,Dealer,Diesel,Manual,25.83,1498,99.0,5,240000
8040,Hyundai Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,555000
8041,Maruti Swift Dzire,5,68000,Dealer,Diesel,Manual,26.59,1248,74.0,5,475000
8042,Hyundai Grand,4,40000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,549000
8043,Volkswagen Polo,6,81544,Dealer,Petrol,Automatic,17.21,1197,103.6,5,685000
8044,Mahindra XUV500,4,46000,Individual,Diesel,Manual,16.0,2179,140.0,7,1100000
8045,Hyundai i10,9,25000,Individual,Petrol,Manual,20.36,1197,78.9,5,375000
8046,Maruti Wagon R,11,45000,Dealer,Petrol,Manual,18.9,1061,67.0,5,190000
8047,Maruti Vitara,2,35000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000
8048,Hyundai i20,6,66032,Dealer,Petrol,Manual,17.0,1197,80.0,5,550000
8049,Volkswagen Polo,8,55000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,660000
8050,Hyundai i20,8,20000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
8051,Maruti Wagon R,5,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,390000
8052,Maruti Vitara,4,13600,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
8053,Hyundai Verna,2,20000,Individual,Petrol,Manual,17.0,1591,121.3,5,990000
8054,Toyota Innova,11,123000,Dealer,Diesel,Manual,12.8,2494,102.0,7,399000
8055,Maruti Swift,7,103000,Individual,Diesel,Manual,25.2,1248,74.0,5,500000
8056,Maruti Swift,6,102506,Dealer,Diesel,Manual,25.2,1248,74.0,5,520000
8057,Volkswagen Polo,6,26678,Dealer,Petrol,Automatic,17.21,1197,103.6,5,625000
8058,Hyundai Verna,2,8000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1250000
8059,Maruti Ertiga,9,120000,Individual,Diesel,Manual,20.77,1248,88.76,7,360000
8060,Maruti Wagon R,9,40000,Individual,Petrol,Manual,18.9,998,67.1,5,350000
8061,Hyundai i20,7,35144,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000
8062,Ford Ecosport,7,57000,Dealer,Diesel,Manual,22.7,1498,89.84,5,735000
8063,Maruti Alto,11,100000,Individual,Petrol,Manual,19.7,796,46.3,5,110000
8064,Mahindra XUV500,8,113143,Dealer,Diesel,Manual,15.1,2179,140.0,7,649000
8065,Maruti Swift Dzire,4,60000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,690000
8066,Mahindra Scorpio,7,51400,Dealer,Diesel,Manual,15.4,1997,120.0,7,895000
8067,Honda City,6,88102,Dealer,Diesel,Manual,26.0,1498,98.6,5,625000
8068,Maruti Wagon R,7,30000,Individual,Petrol,Manual,20.51,998,67.04,5,321000
8069,Mahindra XUV500,3,39000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1775000
8070,Maruti Alto,6,100000,Dealer,Petrol,Manual,22.74,796,47.3,5,250000
8071,Honda City,3,11400,Individual,Petrol,Automatic,18.0,1497,117.6,5,1075000
8072,Maruti Swift Dzire,12,40000,Individual,Petrol,Manual,17.5,1298,85.8,5,370000
8073,Honda Amaze,3,40000,Individual,Petrol,Manual,17.8,1198,86.7,5,610000
8074,Maruti Swift Dzire,5,100000,Individual,Diesel,Manual,26.59,1248,74.0,5,650000
8075,Hyundai Grand,8,70000,Dealer,Diesel,Manual,24.0,1120,70.0,5,290000
8076,Toyota Innova,12,89300,Dealer,Diesel,Manual,12.8,2494,102.0,7,395000
8077,Maruti Swift Dzire,7,81000,Dealer,Diesel,Manual,28.4,1248,74.02,5,439000
8078,Maruti Wagon R,9,60000,Individual,Petrol,Manual,18.9,998,67.1,5,300000
8079,Hyundai Grand,7,12000,Dealer,Petrol,Manual,18.9,1197,82.0,5,465000
8080,Volkswagen Polo,5,32967,Dealer,Petrol,Manual,16.2,1199,74.0,5,675000
8081,Ford Figo,6,60217,Dealer,Diesel,Manual,25.83,1498,99.0,5,540000
8082,Maruti Wagon R,13,67000,Dealer,Petrol,Manual,14.0,1061,64.0,5,145000
8083,Hyundai i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,565000
8084,Hyundai Grand,7,38956,Dealer,Petrol,Manual,18.9,1197,82.0,5,435000
8085,Maruti Ciaz,6,39000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,675000
8086,Honda Amaze,8,28000,Individual,Petrol,Manual,18.0,1198,86.7,5,350000
8087,Maruti Wagon R,8,33000,Dealer,Petrol,Manual,18.9,998,67.1,5,313000
8088,Honda City,5,48200,Dealer,Petrol,Automatic,18.0,1497,117.3,5,825000
8089,Maruti Alto,5,40000,Individual,Petrol,Manual,22.74,796,47.3,5,265000
8090,Toyota Innova,12,160000,Dealer,Diesel,Manual,12.99,2494,100.6,7,560000
8091,Maruti Swift Dzire,7,93000,Individual,Diesel,Manual,23.4,1248,74.0,5,520000
8092,Maruti Swift,10,83000,Dealer,Diesel,Manual,22.9,1248,74.0,5,349000
8093,Maruti Alto,18,90000,Individual,Petrol,Manual,19.7,796,46.3,5,75000
8094,Hyundai i20,10,78000,Dealer,Diesel,Manual,23.0,1396,90.0,5,325000
8095,Ford Figo,5,61304,Dealer,Petrol,Manual,18.16,1196,86.8,5,340000
8096,Maruti Swift Dzire,2,22000,Dealer,Diesel,Manual,28.4,1248,74.02,5,925000
8097,Maruti Alto,3,40000,Individual,Petrol,Manual,24.7,796,47.3,5,295000
8098,Hyundai i10,12,95721,Dealer,Petrol,Manual,20.36,1197,78.9,5,300000
8099,Maruti Swift Dzire,10,76000,Individual,Diesel,Manual,19.3,1248,73.9,5,385000
8100,Hyundai i20,7,37000,Dealer,Petrol,Manual,18.5,1197,82.9,5,425000
8101,Hyundai i20,9,50000,Dealer,Petrol,Manual,17.0,1197,80.0,5,395000
8102,Mahindra Scorpio,4,22500,Individual,Diesel,Manual,16.36,2179,140.0,7,1465000
8103,Maruti Swift Dzire,3,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
8104,Maruti Wagon R,10,12000,Dealer,Petrol,Manual,21.5,1197,81.8,5,290000
8105,Hyundai Verna,10,66600,Dealer,Diesel,Automatic,19.08,1582,126.2,5,435000
8106,Maruti Swift Dzire,3,28229,Dealer,Diesel,Automatic,28.4,1248,74.02,5,799000
8107,Hyundai Verna,14,34000,Dealer,Petrol,Manual,13.9,1599,103.2,5,200000
8108,Maruti Swift Dzire,6,68393,Dealer,Diesel,Manual,26.59,1248,74.0,5,650000
8109,Maruti Ciaz,6,42000,Dealer,Petrol,Manual,20.73,1373,91.1,5,550000
8110,Honda City,3,43181,Dealer,Diesel,Manual,25.6,1498,97.9,5,1225000
8111,Maruti Ciaz,4,21000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,795000
8112,Honda City,4,74000,Dealer,Petrol,Manual,16.8,1497,116.3,5,850000
8113,Hyundai Verna,8,60000,Individual,Diesel,Manual,22.32,1582,126.3,5,475000
8114,Volkswagen Polo,2,9000,Dealer,Petrol,Manual,18.78,999,75.0,5,649000
8115,Toyota Innova,9,180000,Individual,Diesel,Manual,12.8,2494,102.0,7,775000
8116,Maruti Alto,4,2700,Dealer,Petrol,Manual,23.95,998,67.05,5,376000
8117,Ford Figo,10,65000,Dealer,Diesel,Manual,20.0,1399,68.0,5,335000
8118,Maruti Swift Dzire,13,112000,Dealer,Diesel,Manual,23.4,1248,74.0,5,310000
8119,Mahindra XUV500,5,36000,Individual,Diesel,Manual,16.0,1997,140.0,7,900000
8120,Maruti Swift Dzire,2,35000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
8121,Honda City,6,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,550000
8122,Maruti Swift,13,100000,Individual,Diesel,Manual,17.8,1248,75.0,5,210000
8123,Honda City,9,57000,Dealer,Petrol,Manual,16.8,1497,116.4,5,415000
8124,Maruti Wagon R,9,68000,Dealer,Petrol,Manual,21.79,998,67.05,5,265000
8125,Mahindra XUV500,5,37000,Dealer,Diesel,Manual,16.0,2179,140.0,7,995000
8126,Honda City,7,68900,Dealer,Diesel,Manual,25.1,1498,98.6,5,655000
8127,Maruti Swift,9,78231,Dealer,Diesel,Manual,22.9,1248,74.0,5,495000
8128,Volkswagen Polo,9,91000,Dealer,Diesel,Manual,22.07,1199,73.9,5,385000
8129,Maruti Swift Dzire,3,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,300000
8130,Hyundai Grand,4,33000,Dealer,Petrol,Manual,18.9,1197,81.86,5,435000
8131,Honda Amaze,5,53000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
8132,Maruti Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000
8133,Maruti Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,480000
8134,Ford Figo,9,151000,Individual,Diesel,Manual,20.0,1399,68.0,5,251000
8135,Hyundai Verna,3,30000,Dealer,Petrol,Manual,17.0,1591,121.3,5,915000
8136,Mahindra Scorpio,11,93000,Dealer,Diesel,Manual,10.5,2179,120.0,8,475000
8137,Toyota Innova,3,29000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1775000
8138,Maruti Alto,15,121153,Dealer,Petrol,Manual,19.7,796,46.3,5,100000
8139,Maruti Vitara,5,50000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000
8140,Renault KWID,2,8500,Dealer,Petrol,Automatic,24.04,999,67.0,5,425000
8141,Maruti Ertiga,8,74000,Dealer,Diesel,Manual,20.77,1248,88.8,7,730000
8142,Maruti Swift,4,19072,Dealer,Petrol,Manual,22.0,1197,81.8,5,499000
8143,Hyundai i10,13,90000,Individual,Petrol,Manual,20.36,1197,78.9,5,240000
8144,Maruti Ertiga,9,48475,Dealer,Diesel,Manual,20.77,1248,88.8,7,675000
8145,Ford Ecosport,8,50000,Dealer,Petrol,Automatic,16.5,1499,110.0,5,535000
8146,Hyundai i10,10,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,375000
8147,Hyundai i20,5,34000,Dealer,Diesel,Manual,21.19,1396,88.73,5,725000
8148,Hyundai i10,12,50000,Individual,Petrol,Manual,20.36,1197,78.9,5,200000
8149,Mahindra XUV500,5,38988,Dealer,Diesel,Manual,16.0,2179,140.0,7,1199000
8150,Ford Ecosport,4,36600,Individual,Diesel,Manual,22.77,1498,98.59,5,750000
8151,Honda Amaze,3,43772,Dealer,Diesel,Manual,25.8,1498,98.6,5,860000
8152,Maruti Baleno,5,55368,Dealer,Diesel,Manual,27.39,1248,74.0,5,690000
8153,Volkswagen Polo,8,35000,Individual,Diesel,Manual,19.7,1598,103.6,5,380000
8154,Hyundai Grand,6,50000,Individual,Diesel,Manual,24.0,1120,70.0,5,345000
8155,Maruti Wagon R,8,57000,Dealer,Petrol,Manual,21.79,998,67.05,5,235000
8156,Maruti Ertiga,8,74840,Dealer,Diesel,Manual,20.77,1248,88.8,7,630000
8157,Maruti Vitara,5,120000,Individual,Diesel,Manual,24.3,1248,88.5,5,664000
8158,Maruti Swift,6,70000,Individual,Petrol,Manual,20.4,1197,81.8,5,428000
8159,Maruti Swift,6,82000,Dealer,Diesel,Manual,28.4,1248,74.0,5,555000
8160,Hyundai i20,2,25000,Individual,Petrol,Manual,18.6,1197,81.86,5,770000
8161,Maruti Wagon R,17,48500,Dealer,Petrol,Manual,18.9,998,67.1,5,110000
8162,Toyota Innova,4,44000,Individual,Diesel,Manual,13.68,2393,147.8,7,2100000
8163,Maruti Swift Dzire,6,28375,Dealer,Diesel,Manual,26.59,1248,74.0,5,475000
8164,Maruti Swift Dzire,9,29548,Dealer,Petrol,Manual,17.5,1298,85.8,5,330000
8165,Renault KWID,2,15000,Individual,Petrol,Manual,23.01,999,67.0,5,400000
8166,Maruti Wagon R,5,39000,Individual,Petrol,Automatic,20.51,998,67.0,5,395000
8167,Maruti Vitara,5,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,680000
8168,Hyundai i10,5,59265,Dealer,Petrol,Manual,19.81,1086,68.05,5,350000
8169,Maruti Wagon R,13,44000,Dealer,Petrol,Manual,18.9,1061,67.0,5,165000
8170,Maruti Swift Dzire,5,40000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000
8171,Maruti Swift,5,70000,Dealer,Petrol,Manual,22.0,1197,81.8,5,525000
8172,Maruti Swift,4,58000,Dealer,Diesel,Manual,25.2,1248,74.0,5,625000
8173,Hyundai i20,4,9653,Dealer,Petrol,Manual,18.6,1197,81.83,5,560000
8174,Hyundai i20,10,30680,Dealer,Diesel,Manual,23.0,1396,90.0,5,318000
8175,Maruti Swift,6,82250,Dealer,Diesel,Manual,28.4,1248,74.0,5,525000
8176,Hyundai Grand,6,49000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,490000
8177,Maruti Swift Dzire,4,58000,Dealer,Petrol,Manual,20.85,1197,83.14,5,725000
8178,Toyota Innova,2,19000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1900000
8179,Hyundai Grand,4,48000,Dealer,Petrol,Manual,18.9,1197,81.86,5,550000
8180,Maruti Swift Dzire,4,28221,Dealer,Petrol,Manual,22.0,1197,81.8,5,680000
8181,Hyundai i20,9,84000,Dealer,Diesel,Manual,23.0,1396,90.0,5,360000
8182,Honda Amaze,2,20000,Dealer,Petrol,Manual,19.5,1199,88.76,5,825000
8183,Hyundai i10,12,81000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000
8184,Maruti Swift Dzire,11,70000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000
8185,Maruti Alto,8,13000,Dealer,Petrol,Manual,20.92,998,67.1,5,215000
8186,Honda City,6,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,760000
8187,Hyundai i10,9,47000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,395000
8188,Maruti Baleno,5,23000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,650000
8189,Ford Figo,5,55000,Dealer,Diesel,Manual,25.83,1498,99.0,5,575000
8190,Maruti Alto,6,52000,Dealer,Petrol,Manual,22.74,796,47.3,5,320000
8191,Hyundai Verna,3,35512,Dealer,Diesel,Manual,22.32,1582,126.3,5,885000
8192,Honda City,5,49000,Dealer,Petrol,Manual,17.8,1497,117.3,5,645000
8193,Maruti Baleno,2,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,675000
8194,Toyota Innova,12,126950,Dealer,Diesel,Manual,12.8,2494,102.0,7,775000
8195,Maruti Vitara,3,20900,Dealer,Diesel,Automatic,24.3,1248,88.5,5,995000
8196,Hyundai i20,4,54000,Dealer,Petrol,Manual,18.6,1197,81.83,5,730000
8197,Volkswagen Polo,9,65000,Dealer,Diesel,Manual,22.07,1199,73.9,5,365000
8198,Maruti Baleno,3,18000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,760000
8199,Maruti Vitara,3,60000,Individual,Diesel,Automatic,24.3,1248,88.5,5,1050000
8200,Maruti Swift Dzire,7,76000,Dealer,Diesel,Manual,23.4,1248,74.0,5,540000
8201,Renault KWID,3,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,375000
8202,Hyundai Grand,6,52627,Dealer,Diesel,Manual,24.0,1120,70.0,5,370000
8203,Maruti Alto,4,100000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
8204,Maruti Ertiga,9,67000,Dealer,Diesel,Manual,20.77,1248,88.76,7,585000
8205,Hyundai i10,10,55845,Dealer,Petrol,Manual,20.36,1197,78.9,5,350000
8206,Hyundai Verna,10,65000,Dealer,Diesel,Manual,22.32,1582,126.32,5,445000
8207,Honda City,9,36905,Dealer,Petrol,Manual,17.0,1497,118.0,5,585000
8208,Maruti Ertiga,4,80000,Individual,Diesel,Manual,24.52,1248,88.5,7,725000
8209,Honda Amaze,3,11297,Dealer,Diesel,Manual,24.7,1498,98.63,5,720000
8210,Honda Amaze,5,70000,Individual,Petrol,Manual,18.0,1198,86.7,5,550000
8211,Maruti Baleno,4,25565,Individual,Petrol,Manual,21.4,1197,83.1,5,610000
8212,Toyota Innova,6,120000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1450000
8213,Hyundai Verna,5,23000,Dealer,Petrol,Manual,17.01,1591,121.3,5,625000
8214,Ford Figo,6,110000,Individual,Diesel,Manual,20.0,1399,68.05,5,380000
8215,Maruti Swift Dzire,9,100000,Individual,Petrol,Manual,19.1,1197,85.8,5,300000
8216,Mahindra XUV500,9,73615,Dealer,Diesel,Manual,15.1,2179,140.0,7,625000
8217,Hyundai Verna,7,40000,Individual,Diesel,Manual,22.32,1582,126.3,5,525000
8218,Hyundai Verna,9,42981,Dealer,Diesel,Automatic,22.32,1582,126.32,5,495000
8219,Maruti Wagon R,4,70000,Individual,Petrol,Automatic,20.51,998,67.0,5,400000
8220,Maruti Swift,8,90000,Individual,Diesel,Manual,22.9,1248,74.0,5,430000
8221,Hyundai i20,6,120000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
8222,Maruti Ertiga,6,40000,Dealer,Petrol,Manual,19.34,1462,103.0,7,675000
8223,Maruti Ciaz,5,52000,Dealer,Petrol,Manual,20.73,1373,91.1,5,650000
8224,Ford Ecosport,5,82706,Dealer,Diesel,Manual,22.77,1498,98.59,5,875000
8225,Maruti Swift,4,83000,Individual,Diesel,Manual,25.2,1248,74.0,5,630000
8226,Mahindra XUV500,3,20306,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1899000
8227,Hyundai i10,9,43940,Individual,Petrol,Manual,19.81,1086,68.05,5,245000
8228,Hyundai Grand,4,140000,Individual,Petrol,Manual,18.9,1197,81.86,5,380000
8229,Hyundai i10,11,60000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,375000
8230,Maruti Ertiga,7,77000,Dealer,Diesel,Manual,20.77,1248,88.76,7,640000
8231,Honda City,3,40000,Dealer,Petrol,Manual,17.4,1497,117.6,5,850000
8232,Maruti Swift Dzire,5,80000,Dealer,Petrol,Manual,20.85,1197,83.14,5,450000
8233,Maruti Swift Dzire,4,8000,Dealer,Petrol,Manual,22.0,1197,81.8,5,645000
8234,Maruti Ciaz,4,26000,Dealer,Petrol,Manual,20.73,1373,91.1,5,775000
8235,Maruti Baleno,5,42700,Dealer,Petrol,Manual,21.4,1197,83.1,5,610000
8236,Maruti Ertiga,6,72000,Individual,Diesel,Manual,20.77,1248,88.8,7,786000
8237,Volkswagen Polo,6,70000,Individual,Diesel,Manual,20.14,1498,88.8,5,425000
8238,Mahindra XUV500,5,99110,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1180000
8239,Hyundai i10,8,94952,Dealer,Petrol,Manual,20.36,1197,78.9,5,395000
8240,Maruti Wagon R,8,30000,Individual,Petrol,Manual,18.9,998,67.1,5,285000
8241,Maruti Wagon R,10,20000,Individual,Petrol,Manual,18.9,998,67.1,5,250000
8242,Ford Ecosport,8,64000,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000
8243,Ford Ecosport,5,35000,Dealer,Petrol,Manual,15.85,1499,110.4,5,670000
8244,Volkswagen Polo,3,9339,Dealer,Petrol,Manual,18.78,999,75.0,5,750000
8245,Honda Amaze,7,57258,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000
8246,Hyundai Grand,6,39048,Dealer,Petrol,Manual,18.9,1197,82.0,5,530000
8247,Maruti Vitara,3,22000,Individual,Diesel,Manual,24.3,1248,88.5,5,890000
8248,Maruti Alto,4,46871,Dealer,Petrol,Manual,24.7,796,47.3,5,279000
8249,Maruti Swift Dzire,6,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,615000
8250,Toyota Innova,5,100000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1495000
8251,Maruti Swift Dzire,4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000
8252,Maruti Swift Dzire,9,110000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000
8253,Maruti Ertiga,4,51234,Dealer,Diesel,Manual,24.52,1248,88.5,7,881000
8254,Honda City,12,80000,Individual,Petrol,Automatic,16.8,1497,118.0,5,281000
8255,Toyota Innova,4,60000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1800000
8256,Mahindra Scorpio,9,69934,Dealer,Diesel,Manual,15.4,2179,120.0,8,478000
8257,Maruti Swift Dzire,11,156000,Individual,Diesel,Manual,19.3,1248,73.9,5,360000
8258,Honda Amaze,3,25000,Individual,Petrol,Manual,17.8,1198,86.7,5,650000
8259,Maruti Ertiga,2,15000,Dealer,Petrol,Manual,19.01,1462,103.26,7,1045000
8260,Maruti Wagon R,6,35000,Individual,Petrol,Manual,20.51,998,67.06,5,295000
8261,Maruti Swift Dzire,8,70000,Individual,Diesel,Manual,23.4,1248,74.0,5,300000
8262,Maruti Swift,5,51000,Individual,Petrol,Manual,20.4,1197,81.8,5,525000
8263,Hyundai Grand,4,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,380000
8264,Maruti Swift Dzire,5,50125,Dealer,Petrol,Manual,19.0,1197,85.8,5,640000
8265,Hyundai i20,9,90000,Individual,Diesel,Manual,23.0,1396,90.0,5,500000
8266,Honda City,10,71000,Dealer,Petrol,Manual,16.8,1497,116.4,5,325000
8267,Maruti Swift,3,19000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,695000
8268,Honda City,5,58000,Dealer,Petrol,Manual,17.4,1497,117.3,5,700000
8269,Maruti Swift Dzire,2,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,632000
8270,Hyundai Grand,7,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,396000
8271,Hyundai Grand,7,165000,Individual,Diesel,Manual,24.0,1120,70.0,5,416000
8272,Maruti Swift Dzire,9,77775,Individual,Diesel,Manual,19.3,1248,73.9,5,450000
8273,Maruti Baleno,4,60000,Individual,Diesel,Manual,27.39,1248,74.0,5,700000
8274,Hyundai Creta,4,17550,Dealer,Diesel,Manual,19.67,1582,126.2,5,1335000
8275,Maruti Ciaz,5,47000,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000
8276,Honda City,6,40000,Individual,Petrol,Manual,17.4,1497,117.3,5,800000
8277,Hyundai i20,3,9300,Dealer,Petrol,Manual,18.6,1197,81.83,5,675000
8278,Toyota Innova,4,29244,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1765000
8279,Maruti Alto,6,75000,Dealer,Petrol,Manual,23.95,998,67.05,5,265000
8280,Maruti Alto,3,50000,Individual,Petrol,Manual,23.95,998,67.05,5,390000
8281,Mahindra XUV500,6,89000,Dealer,Diesel,Manual,15.1,2179,140.0,7,1235000
8282,Hyundai Verna,9,177000,Individual,Diesel,Manual,22.32,1582,126.32,5,350000
8283,Honda Amaze,3,10000,Dealer,Petrol,Automatic,19.0,1199,88.76,5,755000
8284,Maruti Baleno,4,26000,Dealer,Petrol,Manual,21.01,1197,81.8,5,749000
8285,Maruti Alto,5,35000,Individual,Petrol,Manual,23.95,998,67.05,5,280000
8286,Hyundai Grand,6,38000,Dealer,Petrol,Manual,18.9,1197,82.0,5,459000
8287,Maruti Swift Dzire,5,27500,Individual,Petrol,Manual,20.85,1197,83.14,5,500000
8288,Hyundai i20,6,150000,Individual,Diesel,Manual,21.19,1396,88.73,5,620000
8289,Maruti Swift,8,40147,Dealer,Diesel,Manual,28.4,1248,74.0,5,520000
8290,Maruti Swift Dzire,4,44500,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
8291,Honda Amaze,6,56000,Dealer,Diesel,Manual,25.8,1498,98.6,5,474000
8292,Hyundai i20,6,81465,Dealer,Petrol,Manual,18.6,1197,81.83,5,490000
8293,Maruti Swift,9,60000,Individual,Petrol,Manual,18.6,1197,85.8,5,300000
8294,Hyundai Verna,4,40000,Individual,Diesel,Manual,23.9,1582,126.2,5,950000
8295,Honda City,12,87000,Dealer,Petrol,Manual,16.9,1497,100.0,5,299000
8296,Ford Figo,9,120000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
8297,Maruti Swift Dzire,6,94000,Dealer,Diesel,Manual,19.3,1248,73.9,5,650000
8298,Honda City,4,10000,Individual,Diesel,Manual,25.6,1498,97.9,5,1100000
8299,Maruti Ertiga,6,100000,Individual,Diesel,Manual,20.77,1248,88.8,7,740000
8300,Maruti Swift Dzire,5,68000,Dealer,Diesel,Manual,19.3,1248,73.9,5,465000
8301,Hyundai i20,2,10000,Individual,Petrol,Automatic,17.4,1197,81.86,5,780000
8302,Hyundai Verna,7,225000,Individual,Diesel,Manual,22.32,1582,126.32,5,495000
8303,Volkswagen Polo,6,33000,Dealer,Petrol,Manual,16.47,1198,73.9,5,615000
8304,Renault KWID,4,57000,Dealer,Petrol,Manual,23.01,999,67.0,5,425000
8305,Hyundai i20,5,57000,Dealer,Petrol,Manual,17.19,1197,81.86,5,590000
8306,Hyundai Grand,5,110000,Individual,Diesel,Manual,24.0,1120,70.0,5,480000
8307,Maruti Swift,8,70000,Individual,Diesel,Manual,22.9,1248,74.0,5,530000
8308,Maruti Vitara,1,8600,Dealer,Diesel,Manual,24.3,1248,88.5,5,1008000
8309,Maruti Vitara,4,36000,Dealer,Diesel,Manual,24.3,1248,88.5,5,895000
8310,Mahindra XUV500,4,36000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1400000
8311,Mahindra Scorpio,3,35000,Individual,Diesel,Manual,16.36,2179,120.0,7,1200000
8312,Maruti Swift,12,124000,Dealer,Diesel,Manual,17.8,1248,75.0,5,340000
8313,Renault KWID,3,50000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
8314,Hyundai i10,9,16000,Dealer,Petrol,Manual,19.81,1086,68.05,5,275000
